error_id,crate_name,version,test_name,error_type,error_text,full_error_text,passed_in_stack_borrows
1,advocat,3.0.0,fetch::credentials::test::credentials_build_form_test,Undefined Behavior,memory access failed,Undefined Behavior: memory access failed: null pointer is a dangling pointer (it has no provenance),FALSE
2,aflak_imgui-sys,0.18.1,test_default_style,Undefined Behavior,"accessing memory with alignment 1, but alignment 4 is required","Undefined Behavior: accessing memory with alignment 1, but alignment 4 is required",FALSE
3,aigc_keychain,5.1.2,extkey_bip32::tests::test_vector_1,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
3,aigc_keychain,5.1.2,extkey_bip32::tests::test_vector_2,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
3,aigc_keychain,5.1.2,extkey_bip32::tests::test_vector_3,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
3,aigc_keychain,5.1.2,keychain::test::secret_key_addition,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
3,aigc_keychain,5.1.2,types::test::split_blinding_factor,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
3,aigc_keychain,5.1.2,types::test::zero_key_addition,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,aggsig::tests::test_aggsig_batch,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,aggsig::tests::test_aggsig_single,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,ecdh::tests::ecdh,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,key::test::pubkey_from_slice,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,key::test::pubkey_hash,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
5,aigc_secp256k1zkp,0.7.12,key::test::test_bad_deserialize,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
5,aigc_secp256k1zkp,0.7.12,key::test::test_bad_serde_deserialize,Undefined Behavior,constructing invalid value at .value[0],"Undefined Behavior: constructing invalid value at .value[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,key::test::test_debug_output,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,key::test::test_inverse,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,key::test::test_multiplication,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,key::test::test_negate,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,key::test::test_out_of_range,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,key::test::test_pubkey_from_bad_slice,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,key::test::test_pubkey_from_slice_bad_context,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,key::test::test_pubkey_serialize,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,key::test::test_serialize,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,key::test::test_serialize_serde,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,pedersen::tests::commit_parse_ser,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,pedersen::tests::rewind_empty_message,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,pedersen::tests::rewind_message,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,pedersen::tests::test_blind_commit,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,pedersen::tests::test_bullet_proof_multisig,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
4,aigc_secp256k1zkp,0.7.12,pedersen::tests::test_commit_sum,Undefined Behavior,constructing invalid value at .value.0[0],"Undefined Behavior: constructing invalid value at .value.0[0]: encountered uninitialized memory, but expected an integer",FALSE
