crate_name,version
flexrc,0.1.0
flexstr,0.9.2
flexver-rs,0.1.2
flexvg,0.1.0
flexvg-cli,0.1.0
flf,0.1.0
flic,0.1.6
flicbtn,0.1.1
flick,0.0.1
flicker,0.0.0
flickr,0.1.1
flickr_derive,0.1.1
flif,0.4.1
flight,0.0.0-note1
flight-tracker,0.2.0
flight_tracking_erau_se300,0.5.0
flightdata,0.1.0
flightmath,0.1.0
flights,0.0.0
flinn_engdahl,0.1.1
flint,2.2.0
flint-sys,0.7.3
flintec_lpp,11.0.2
flip,0.1.0
flip-link,0.1.6
flipacoin,0.1.0
flipbook,0.0.0
flipdot,0.6.0
flipdot-core,0.6.0
flipdot-serial,0.6.0
flipdot-testing,0.6.0
flipfile,0.7.2
flipflop,0.0.0
flipper,3.0.0
flipper-app,0.0.0
flipper-sdk,0.0.0
flipper-sys,0.0.0
flipper0,0.3.7
flipper0-build-cfg,0.1.3
flipper0-fam-build,0.1.6
flipper0-fap-build,0.1.8
flipper0-macro,0.1.3
flipper0-sys,0.2.14
flipperbit,0.1.3
flipperzero,0.8.0
flipperzero-alloc,0.8.0
flipperzero-rt,0.8.0
flipperzero-sys,0.8.0
flips,0.2.1
flips-sys,0.2.1
flipt,0.4.4
flit,0.1.2
flite,0.0.3
flite-sys,0.1.2
flize,4.2.3
flk,0.1.0
flk-utils,0.0.1
fll-rs,0.1.3
fll-scoring,0.1.0
flltr,0.2.1
flmodules,0.7.0
flnet,0.7.1
flnet-libc,0.6.0
flnet-wasm,0.6.0
flnode,0.7.0
flo,0.1.0
flo-pv,0.1.0
flo-state,1.1.1
flo-task,0.1.0
flo_anim_sqlite,0.1.0
flo_animation,0.1.0
flo_binding,2.2.0
flo_canvas,0.3.1
flo_canvas_events,0.3.1
flo_curves,0.7.1
flo_draw,0.3.1
flo_float_encoder,0.1.0
flo_http_ui,0.1.0
flo_render,0.3.1
flo_render_canvas,0.3.1
flo_render_gl_offscreen,0.3.1
flo_rope,0.2.0
flo_static_files,0.1.0
flo_stream,0.7.0
flo_ui,0.1.0
floaout,0.2.2
float,0.1.2
float-cmp,0.9.0
float-dbg,0.3.2
float-derive,0.1.0
float-derive-macros,0.1.0
float-format,0.1.3
float-hash-of,0.1.0
float-lerp,0.2.0
float-ord,0.3.2
float-pretty-print,0.1.1
float-quickly,0.1.0
float-traits,0.0.3
float01,0.1.0
float_duration,0.3.3
float_eq,1.0.1
float_eq_derive,1.0.1
float_extras,0.1.6
float_fast_print,0.1.2
float_math,0.0.3
float_next_after,1.0.0
float_to_int,0.1.0
floatconv,0.2.8
floating-duration,0.1.2
floating_bar,0.4.0
floatpack,0.1.0
floaty,0.1.0
floccus,0.3.7
